id,name,type,display_type,activity_type_display_name,private,bike_id,athlete_gear_id,start_date,start_date_local_raw,start_time,start_day,distance,distance_raw,long_unit,short_unit,moving_time,moving_time_raw,elapsed_time,elapsed_time_raw,trainer,static_map,has_latlng,commute,elevation_gain,elevation_unit,elevation_gain_raw,description,activity_url,activity_url_for_twitter,twitter_msg,is_new,is_changing_type,suffer_score,workout_type,flagged,hide_power,hide_heartrate,leaderboard_opt_out,visibility
3904626553,Funcional,Workout,Treino,Treino,false,,,"qua, 12/08/2020",1597242519,2020-08-12T21:28:39+0000,Wed,0,0,quilômetros,km,57:05,3425,57:05,3425,true,,false,,0,m,0,,https://www.strava.com/activities/3904626553,https://www.strava.com/activities/3904626553?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,19,,false,false,false,false,everyone
3900035210,Caminhada de aquecimento,Walk,Caminhada,Caminhada,false,,,"ter, 11/08/2020",1597176139,2020-08-11T23:02:19+0000,Tue,"1,10",1107.1,quilômetros,km,12:13,733,12:13,733,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/5ZSYRTOTVUDT45NRR4OMDD5MVWA3UV35MK3DSX3CIKTLPEWQLCH2IF4W57JR2NS4F5H4XF4LEC37MH7VGONDYD2XOXCGMDNL,true,,30,m,30,,https://www.strava.com/activities/3900035210,https://www.strava.com/activities/3900035210?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 1,1 quilômetro.",true,false,16,,false,false,false,false,everyone
3900034968,Corrida na UFPE,Run,Corrida,Corrida,false,,,"ter, 11/08/2020",1597173972,2020-08-11T22:26:12+0000,Tue,"5,03",5029.6,quilômetros,km,34:54,2094,34:54,2094,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/EGMVNHRG73RTV2IQGDYH43TZIQQ32NSPGC43D643UJRZOIZLJXPFURBPO4SCASGMVYFYPFYSOLWH5QVXJ4CG64HNSDJSYYCE,true,,77,m,76.8,,https://www.strava.com/activities/3900034968,https://www.strava.com/activities/3900034968?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 5,0 quilômetro.",true,false,96,0,false,false,false,false,everyone
3900033525,Caminhada pós corrida,Walk,Caminhada,Caminhada,false,,,"ter, 11/08/2020",1597172751,2020-08-11T22:05:51+0000,Tue,"2,01",2015.2,quilômetros,km,19:40,1180,19:40,1180,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/7UBZNVO4EJBDUN42XJIHFJR4YQZCZH3CXKUPK65JGMOK4MRYHGGY3K35FURDNC7VAUGNLOAQNNYDKTFON4QMF7EESTWOM23V,true,,31,m,30.6,,https://www.strava.com/activities/3900033525,https://www.strava.com/activities/3900033525?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 2,0 quilômetro.",true,false,29,,false,false,false,false,everyone
3896936566,Funcional,Workout,Treino,Treino,false,,,"seg, 10/08/2020",1597073631,2020-08-10T22:33:51+0000,Mon,0,0,quilômetros,km,1:17:25,4645,1:17:25,4645,true,,false,,0,m,0,,https://www.strava.com/activities/3896936566,https://www.strava.com/activities/3896936566?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,14,,false,false,false,false,everyone
3870716484,Corrida,Run,Corrida,Corrida,false,,,"qua, 05/08/2020",1596655281,2020-08-05T22:21:21+0000,Wed,"7,64",7641.5,quilômetros,km,1:06:15,3975,1:06:21,3981,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/ZEXMNTQWGRDNRMSOLKMPA65UMEI5UKP7E2MEAI4MJYX7GY67BKJDOLEWNDKWMOLAQA4M3XXFKDS5XKWDT4Z6P5JHGQXEJJ7Q,true,,142,m,142,,https://www.strava.com/activities/3870716484,https://www.strava.com/activities/3870716484?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 7,6 quilômetro.",true,false,158,,false,false,false,false,everyone
3860860984,Funcional,Workout,Treino,Treino,false,,,"seg, 03/08/2020",1596468896,2020-08-03T22:34:56+0000,Mon,0,0,quilômetros,km,1:01:56,3716,1:01:56,3716,true,,false,,0,m,0,,https://www.strava.com/activities/3860860984,https://www.strava.com/activities/3860860984?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,12,,false,false,false,false,everyone
4339073820,Corrida na UFPE,Run,Corrida,Corrida,false,,,"sáb, 14/11/2020",1605384400,2020-11-14T23:06:40+0000,Sat,"4,01",4015.2,quilômetros,km,27:44,1664,27:44,1664,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/GPL3RUPQJXGOYUXIPSHX4EBSZ63FRDYL453F53YANNVRGZRTBBXNP5NMVFM5NJ2ZRAUSUGDB7U6IP7UIIQPFHZ77I3KMZ7TX,true,,125,m,125.3,,https://www.strava.com/activities/4339073820,https://www.strava.com/activities/4339073820?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 4,0 quilômetro.",true,false,47,,false,false,false,false,everyone
4339073640,Caminhada de aquecimento,Walk,Caminhada,Caminhada,false,,,"sáb, 14/11/2020",1605383120,2020-11-14T22:45:20+0000,Sat,"2,00",2005.6,quilômetros,km,19:59,1199,19:59,1199,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/3YAUV5BAI4VBNZLIWDCZGGAWAJZXSBFQENZZIOI554F56FO7OMGDDBIVWW4K3INUWJNOPRLWZEWGIPEIKP3M6D5ON44YLFMR,true,,66,m,66.3,,https://www.strava.com/activities/4339073640,https://www.strava.com/activities/4339073640?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 2,0 quilômetro.",true,false,17,,false,false,false,false,everyone
4326994285,Funcional,Workout,Treino,Treino,false,,,"qua, 11/11/2020",1605107176,2020-11-11T23:06:16+0000,Wed,0,0,quilômetros,km,42:59,2579,42:59,2579,true,,false,,0,m,0,,https://www.strava.com/activities/4326994285,https://www.strava.com/activities/4326994285?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,11,,false,false,false,false,everyone
4317136682,Funcional,Workout,Treino,Treino,false,,,"seg, 09/11/2020",1604933072,2020-11-09T22:44:32+0000,Mon,0,0,quilômetros,km,55:22,3322,55:22,3322,true,,false,,0,m,0,,https://www.strava.com/activities/4317136682,https://www.strava.com/activities/4317136682?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,9,,false,false,false,false,everyone
4310673597,Funcional,Workout,Treino,Treino,false,,,"sex, 06/11/2020",1604676088,2020-11-06T23:21:28+0000,Fri,0,0,quilômetros,km,33:41,2021,33:41,2021,true,,false,,0,m,0,,https://www.strava.com/activities/4310673597,https://www.strava.com/activities/4310673597?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,27,,false,false,false,false,everyone
4298422657,Corrida na UFPE,Run,Corrida,Corrida,false,,,"qui, 05/11/2020",1604606340,2020-11-05T22:59:00+0000,Thu,"5,02",5021.5,quilômetros,km,32:21,1941,32:21,1941,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/MQONOFC2AD55BWKGJ3JOUYEU34SKC76RIXN4TVAICNPK2EDCN7KNMUDKYMRFVJDVOBVEEYFZPWGNPD4UURNYGRRAE3B5PGYR,true,,103,m,102.6,,https://www.strava.com/activities/4298422657,https://www.strava.com/activities/4298422657?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 5,0 quilômetro.",true,false,79,,false,false,false,false,everyone
4298421959,Caminhada de aquecimento,Walk,Caminhada,Caminhada,false,,,"qui, 05/11/2020",1604605026,2020-11-05T22:37:06+0000,Thu,"1,99",1997.7,quilômetros,km,20:11,1211,20:42,1242,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/VK77D34BGZYWFO2ADWJYJ5BNPQ3YR4YRMEOSEWEUNNUAKECV4EVTEHD2LWRH2X7MZOVT5YVW3W73BK2HCFLKW2MTPJOXN5OG,true,,82,m,82.1,,https://www.strava.com/activities/4298421959,https://www.strava.com/activities/4298421959?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 1,9 quilômetro.",true,false,35,,false,false,false,false,everyone
4289591435,Funcional,Workout,Treino,Treino,false,,,"qua, 04/11/2020",1604501957,2020-11-04T22:59:17+0000,Wed,0,0,quilômetros,km,55:05,3305,55:05,3305,true,,false,,0,m,0,,https://www.strava.com/activities/4289591435,https://www.strava.com/activities/4289591435?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,10,,false,false,false,false,everyone
4284853789,Corrida na UFPE,Run,Corrida,Corrida,false,,,"ter, 03/11/2020",1604433477,2020-11-03T22:57:57+0000,Tue,"5,02",5025.7,quilômetros,km,35:14,2114,35:14,2114,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/QQKVEYGJLVBFEKYVKWOOJICBYHKAX3ZUZMHIGGSUYL5JVP4WRB7GMNY3YSOUPFRDUJMG2IV4QCOWJDXFT6FW4OW742HXINPG,true,,108,m,107.6,,https://www.strava.com/activities/4284853789,https://www.strava.com/activities/4284853789?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 5,0 quilômetro.",true,false,66,,false,false,false,false,everyone
4284852748,Caminhada de aquecimento,Walk,Caminhada,Caminhada,false,,,"ter, 03/11/2020",1604432151,2020-11-03T22:35:51+0000,Tue,"2,01",2016.8,quilômetros,km,21:28,1288,21:28,1288,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/IES6YU57ZFYCO2BIDV7AMRMBBBYOMTIOGPW2ZW37Y4G5WJ4ENIVMC6Y745QOYWZUD2ZPFOJRM7Z4I2WR7PJZK2O6CECVJGEV,true,,84,m,84.3,,https://www.strava.com/activities/4284852748,https://www.strava.com/activities/4284852748?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 2,0 quilômetro.",true,false,7,,false,false,false,false,everyone
4260354457,Funcional,Workout,Treino,Treino,false,,,"qui, 29/10/2020",1603984757,2020-10-29T22:19:17+0000,Thu,0,0,quilômetros,km,54:13,3253,54:13,3253,true,,false,,0,m,0,,https://www.strava.com/activities/4260354457,https://www.strava.com/activities/4260354457?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,9,,false,false,false,false,everyone
4252588914,Corrida na UFPE,Run,Corrida,Corrida,false,,,"ter, 27/10/2020",1603829227,2020-10-27T23:07:07+0000,Tue,"5,05",5053.7,quilômetros,km,32:32,1952,32:32,1952,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/HHRTOZVLUZ735D5FGFEMUDJ4DAGDCKENUKUSQC5GVOSMTY3D7376L2ONRPBR6PHG7KGRRICXR5XPCITMVQ44TYEP7SZLAEUH,true,,131,m,130.6,,https://www.strava.com/activities/4252588914,https://www.strava.com/activities/4252588914?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Corrida de 5,0 quilômetro.",true,false,87,,false,false,false,false,everyone
4252588535,Caminhada de aquecimento,Walk,Caminhada,Caminhada,false,,,"ter, 27/10/2020",1603827952,2020-10-27T22:45:52+0000,Tue,"2,00",2007.5,quilômetros,km,19:59,1199,19:59,1199,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/GN3GVTXOJXAGC4KA5QRYTPGQIZLCHZUM3MFKGQFBLEMLLVE535PNNW32VBXKEWCVMK5QBI7MQCC2OQTRWLPUSOMTOCTITW3K,true,,91,m,91.4,,https://www.strava.com/activities/4252588535,https://www.strava.com/activities/4252588535?utm_content=39948062&utm_medium=referral&utm_source=twitter,"saí para um(a) Caminhada de 2,0 quilômetro.",true,false,4,,false,false,false,false,everyone
4252588257,Funcional,Workout,Treino,Treino,false,,,"seg, 26/10/2020",1603722474,2020-10-26T21:27:54+0000,Mon,0,0,quilômetros,km,47:11,2831,47:11,2831,true,,false,,0,m,0,,https://www.strava.com/activities/4252588257,https://www.strava.com/activities/4252588257?utm_content=39948062&utm_medium=referral&utm_source=twitter,saí para um(a) Treino de 0 quilômetro.,true,false,14,,false,false,false,false,everyone
